,상권_코드,기준_분기_코드,분기당_매출_금액,총_생활인구_수,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균
0,1001491,1,2000943596,1498299.0,HH,정체,128.0,60.0
1,1001491,2,2613750535,1623934.0,HH,정체,129.0,60.0
2,1001491,3,2142748962,1645289.0,HH,정체,130.0,60.0
3,1001491,4,3017097116,1905510.0,HH,정체,130.0,61.0
4,1001492,1,7932319080,3409654.0,HH,정체,157.0,64.0
5,1001492,2,9348198140,3714818.0,HH,정체,159.0,64.0
6,1001492,3,8196711694,3396868.0,HH,정체,161.0,65.0
7,1001492,4,9407352194,3954704.0,HH,정체,163.0,65.0
8,1001493,1,4335270933,2938219.0,HH,정체,131.0,63.0
9,1001493,2,5760259108,3164130.0,HH,정체,134.0,63.0
10,1001493,3,4735363043,2911876.0,HH,정체,137.0,63.0
11,1001493,4,5277816191,3218311.0,HH,정체,140.0,63.0
12,1001494,1,4399261951,3556483.0,HH,정체,154.0,73.0
13,1001494,2,5114336006,3889871.0,HH,정체,156.0,73.0
14,1001494,3,4454129437,3492107.0,HH,정체,157.0,74.0
15,1001494,4,5111783476,3868466.0,HH,정체,158.0,74.0
16,1001495,1,5276941131,2941031.0,LL,다이나믹,110.0,53.0
17,1001495,2,6844032239,2998695.0,LL,다이나믹,112.0,53.0
18,1001495,3,6198029059,3029714.0,LL,다이나믹,112.0,54.0
19,1001495,4,3498651061,3371333.0,LL,다이나믹,113.0,54.0
20,1001496,1,5710967944,88025.0,HH,정체,128.0,63.0
21,1001496,2,6489768084,95914.0,HH,정체,131.0,64.0
22,1001496,3,5426412430,84144.0,HH,정체,134.0,64.0
23,1001496,4,6363824129,102294.0,HH,정체,136.0,64.0
24,2110001,1,179545291,188663.0,LH,상권확장,105.0,62.0
25,2110001,2,213825282,185240.0,LH,상권확장,107.0,62.0
26,2110001,3,199821500,152846.0,LH,상권확장,109.0,62.0
27,2110001,4,207449266,144948.0,LH,상권확장,108.0,62.0
28,2110002,1,338936987,289007.0,HH,정체,139.0,64.0
29,2110002,2,382222096,294330.0,HH,정체,140.0,65.0
30,2110002,3,360196053,314146.0,HH,정체,139.0,66.0
31,2110002,4,343477277,320156.0,HH,정체,144.0,66.0
32,2110003,1,120163896,312891.0,LH,상권확장,115.0,59.0
33,2110003,2,118876976,307470.0,HH,정체,117.0,59.0
34,2110003,3,123617690,396066.0,HH,정체,119.0,59.0
35,2110003,4,150051881,399155.0,HH,정체,119.0,59.0
36,2110004,1,100774742,325638.0,HH,정체,162.0,78.0
37,2110004,2,130796830,325489.0,HH,정체,165.0,78.0
38,2110004,3,111405835,476889.0,HH,정체,162.0,78.0
39,2110004,4,183340496,450799.0,HH,정체,154.0,80.0
40,2110005,1,125206297,261362.0,HH,정체,121.0,59.0
41,2110005,2,151452317,255742.0,HH,정체,123.0,59.0
42,2110005,3,141993031,178740.0,HH,정체,126.0,59.0
43,2110005,4,154882734,168798.0,HH,정체,126.0,61.0
44,2110006,1,138456146,12362.0,LH,상권확장,113.0,63.0
45,2110006,2,165562876,12371.0,LH,상권확장,116.0,63.0
46,2110006,3,146356912,7047.0,HH,정체,119.0,63.0
47,2110006,4,162847892,6406.0,LH,상권확장,116.0,63.0
48,2110007,1,47228328,383782.0,LH,상권확장,81.0,62.0
49,2110007,2,59182903,378019.0,LH,상권확장,76.0,62.0
50,2110007,3,61800778,473511.0,LH,상권확장,78.0,61.0
51,2110007,4,57170802,486663.0,LH,상권확장,72.0,61.0
52,2110008,1,358651550,1406476.0,LL,다이나믹,72.0,54.0
53,2110008,2,451607445,1427282.0,LL,다이나믹,72.0,54.0
54,2110008,3,495508829,1150596.0,LL,다이나믹,71.0,54.0
55,2110008,4,653941213,1126654.0,LL,다이나믹,70.0,55.0
56,2110009,1,173459288,202625.0,LL,다이나믹,81.0,53.0
57,2110009,2,222083780,202745.0,LL,다이나믹,83.0,53.0
58,2110009,3,174253427,149716.0,LL,다이나믹,84.0,53.0
59,2110009,4,190992219,138187.0,LL,다이나믹,84.0,55.0
60,2110010,1,242075434,449839.0,HH,정체,116.0,58.0
61,2110010,2,246994255,448792.0,HH,정체,117.0,59.0
62,2110010,3,279504560,226391.0,HH,정체,119.0,60.0
63,2110010,4,330591137,200729.0,LH,상권확장,118.0,61.0
64,2110011,1,32942549,45687.0,HH,정체,117.0,61.0
65,2110011,2,45242234,45249.0,LH,상권확장,113.0,59.0
66,2110011,3,40940556,39577.0,LH,상권확장,116.0,59.0
67,2110011,4,48379280,34281.0,LH,상권확장,113.0,59.0
68,2110012,1,320976152,435477.0,HL,상권축소,119.0,53.0
69,2110012,2,449058075,456507.0,HL,상권축소,122.0,54.0
70,2110012,3,336325073,531160.0,HL,상권축소,124.0,54.0
71,2110012,4,482726382,571026.0,HH,정체,124.0,56.0
72,2110013,1,68700366,189321.0,LH,상권확장,64.0,72.0
73,2110013,2,65572616,197482.0,LH,상권확장,63.0,72.0
74,2110013,3,54247092,174880.0,LH,상권확장,58.0,67.0
75,2110013,4,94897883,187453.0,LH,상권확장,61.0,67.0
76,2110014,1,80361869,48400.0,LH,상권확장,114.0,73.0
77,2110014,2,97460346,51199.0,HH,정체,119.0,75.0
78,2110014,3,79697841,48488.0,LH,상권확장,114.0,79.0
79,2110014,4,101575225,56508.0,LH,상권확장,111.0,82.0
80,2110015,1,425774009,38109.0,HL,상권축소,149.0,47.0
81,2110015,2,518462623,41419.0,HL,상권축소,152.0,47.0
82,2110015,3,455866822,38777.0,HL,상권축소,150.0,47.0
83,2110015,4,518976829,46156.0,HL,상권축소,150.0,48.0
84,2110016,1,180083950,29211.0,LH,상권확장,108.0,66.0
85,2110016,2,263311565,25581.0,LH,상권확장,110.0,66.0
86,2110016,3,270800685,38038.0,LH,상권확장,111.0,66.0
87,2110016,4,341021411,40947.0,LH,상권확장,111.0,67.0
88,2110017,1,181821936,254820.0,LL,다이나믹,83.0,45.0
89,2110017,2,229018149,287267.0,LL,다이나믹,82.0,44.0
90,2110017,3,160538454,329189.0,LL,다이나믹,85.0,44.0
91,2110017,4,160588914,358036.0,LL,다이나믹,88.0,44.0
92,2110018,1,212152541,343951.0,LL,다이나믹,100.0,52.0
93,2110018,2,303809328,331943.0,LL,다이나믹,100.0,52.0
94,2110018,3,282495225,302149.0,LL,다이나믹,102.0,52.0
95,2110018,4,365024331,325629.0,LL,다이나믹,104.0,52.0
96,2110019,1,286843797,190151.0,HH,정체,124.0,59.0
97,2110019,2,383088345,215085.0,HH,정체,125.0,60.0
98,2110019,3,359379196,193636.0,HH,정체,129.0,60.0
99,2110019,4,478610289,218821.0,HH,정체,131.0,60.0
100,2110020,1,174381705,1504693.0,LH,상권확장,102.0,56.0
101,2110020,2,186550244,1530724.0,LH,상권확장,101.0,56.0
102,2110020,3,180014067,1451564.0,LH,상권확장,105.0,55.0
103,2110020,4,191578403,1508247.0,LL,다이나믹,106.0,55.0
104,2110021,1,98972493,692742.0,HL,상권축소,117.0,49.0
105,2110021,2,119535849,728289.0,HL,상권축소,118.0,50.0
106,2110021,3,99153248,787756.0,HL,상권축소,120.0,50.0
107,2110021,4,134847972,879359.0,LL,다이나믹,118.0,50.0
108,2110022,1,94797765,590038.0,HH,정체,116.0,60.0
109,2110022,2,107557619,603474.0,LH,상권확장,115.0,62.0
110,2110022,3,108029503,669709.0,LH,상권확장,114.0,62.0
111,2110022,4,75498553,666441.0,LH,상권확장,113.0,63.0
112,2110023,1,296555602,320976.0,HH,정체,124.0,64.0
113,2110023,2,340888779,356472.0,HH,정체,125.0,64.0
114,2110023,3,333078109,297774.0,HH,정체,128.0,64.0
115,2110023,4,307685461,347039.0,HH,정체,129.0,64.0
116,2110024,1,188686888,351535.0,HH,정체,119.0,66.0
117,2110024,2,181695157,355855.0,HH,정체,118.0,66.0
118,2110024,3,184938951,285657.0,HH,정체,119.0,65.0
119,2110024,4,215091651,296274.0,HH,정체,123.0,65.0
120,2110025,1,335272263,224962.0,HH,정체,143.0,64.0
121,2110025,2,376008976,202278.0,HH,정체,144.0,64.0
122,2110025,3,436536425,137444.0,HH,정체,145.0,64.0
123,2110025,4,655662223,135074.0,HH,정체,151.0,64.0
124,2110026,1,84330166,201764.0,HH,정체,143.0,87.0
125,2110026,2,108088624,198021.0,HH,정체,147.0,87.0
126,2110026,3,87156653,129897.0,HH,정체,153.0,86.0
127,2110026,4,89381339,134225.0,HH,정체,156.0,86.0
128,2110027,1,119919958,412850.0,LH,상권확장,68.0,55.0
129,2110027,2,132204077,421537.0,LH,상권확장,66.0,57.0
130,2110027,3,127984177,318060.0,LH,상권확장,67.0,56.0
131,2110027,4,107285428,318810.0,LH,상권확장,72.0,56.0
132,2110028,1,244072588,1448134.0,HH,정체,120.0,65.0
133,2110028,2,277638791,1556206.0,HH,정체,122.0,65.0
134,2110028,3,281296556,1845305.0,HH,정체,127.0,65.0
135,2110028,4,314884212,1902014.0,HH,정체,127.0,65.0
136,2110029,1,231192184,2620766.0,HH,정체,134.0,69.0
137,2110029,2,207862620,2527516.0,HH,정체,136.0,70.0
138,2110029,3,254190666,2768720.0,HH,정체,133.0,69.0
139,2110029,4,220722820,2918985.0,HH,정체,135.0,69.0
140,2110030,1,151272292,192278.0,HH,정체,146.0,56.0
141,2110030,2,173907628,194603.0,HH,정체,149.0,55.0
142,2110030,3,157999464,211470.0,HH,정체,153.0,56.0
143,2110030,4,136295922,216677.0,HH,정체,154.0,56.0
144,2110031,1,64575308,174053.0,HH,정체,121.0,56.0
145,2110031,2,64144973,163678.0,HH,정체,118.0,57.0
146,2110031,3,61163905,110223.0,HH,정체,118.0,57.0
147,2110031,4,71105895,87531.0,HH,정체,121.0,57.0
148,2110032,1,184658985,91323.0,HL,상권축소,156.0,49.0
149,2110032,2,108699126,98519.0,HL,상권축소,148.0,52.0
150,2110032,3,116368596,92011.0,HL,상권축소,153.0,52.0
151,2110032,4,128177971,102937.0,HL,상권축소,156.0,52.0
152,2110033,1,190638380,652615.0,HH,정체,139.0,64.0
153,2110033,2,251694295,658922.0,HH,정체,139.0,65.0
154,2110033,3,226932303,680048.0,HH,정체,136.0,66.0
155,2110033,4,163777752,689064.0,HH,정체,139.0,66.0
156,2110034,1,180424295,276905.0,HH,정체,129.0,77.0
157,2110034,2,336790925,295902.0,HH,정체,130.0,77.0
158,2110034,3,219001837,282028.0,HH,정체,126.0,77.0
159,2110034,4,276553694,309757.0,HH,정체,123.0,77.0
160,2110035,1,81819176,1021506.0,HH,정체,138.0,56.0
161,2110035,2,117089030,1032250.0,HH,정체,138.0,56.0
162,2110035,3,98667179,941558.0,HH,정체,139.0,56.0
163,2110035,4,77845751,826324.0,HH,정체,140.0,56.0
164,2110036,1,399405030,292451.0,HL,상권축소,123.0,46.0
165,2110036,2,396058632,302143.0,HL,상권축소,117.0,47.0
166,2110036,3,470732805,307090.0,HL,상권축소,118.0,48.0
167,2110036,4,466120353,333263.0,LL,다이나믹,117.0,48.0
168,2110037,1,113740665,877669.0,HL,상권축소,130.0,52.0
169,2110037,2,145894661,827797.0,HL,상권축소,129.0,53.0
170,2110037,3,148357893,906204.0,HL,상권축소,130.0,53.0
171,2110037,4,152998370,865608.0,HL,상권축소,125.0,54.0
172,2110038,1,387641622,101297.0,LH,상권확장,115.0,63.0
173,2110038,2,459955338,111972.0,HH,정체,116.0,63.0
174,2110038,3,396872875,100751.0,LH,상권확장,117.0,63.0
175,2110038,4,506872892,108469.0,HH,정체,120.0,62.0
176,2110039,1,30060659,100550.0,HH,정체,140.0,90.0
177,2110039,2,26616199,106883.0,HH,정체,143.0,90.0
178,2110039,3,24410199,107972.0,HH,정체,136.0,93.0
179,2110039,4,35656102,115561.0,HH,정체,134.0,93.0
180,2110040,1,120823482,96386.0,HH,정체,151.0,68.0
181,2110040,2,123734466,101480.0,HH,정체,152.0,68.0
182,2110040,3,107707178,106112.0,HH,정체,154.0,68.0
183,2110040,4,125866966,115031.0,HH,정체,154.0,71.0
184,2110041,1,500939439,143779.0,LH,상권확장,100.0,58.0
185,2110041,2,645928274,152274.0,LH,상권확장,104.0,58.0
186,2110041,3,448422804,136428.0,LH,상권확장,108.0,58.0
187,2110041,4,699984980,144306.0,LH,상권확장,109.0,58.0
188,2110042,1,110476719,228070.0,HH,정체,124.0,59.0
189,2110042,2,136396387,245947.0,HH,정체,122.0,61.0
190,2110042,3,128602682,222277.0,HH,정체,122.0,63.0
191,2110042,4,141068732,248084.0,HH,정체,124.0,63.0
192,2110043,1,123430372,540390.0,HH,정체,148.0,63.0
193,2110043,2,130569948,565549.0,HH,정체,150.0,63.0
194,2110043,3,137518065,544916.0,HH,정체,149.0,63.0
195,2110043,4,194031847,562289.0,HH,정체,149.0,64.0
196,2110044,1,158877458,96612.0,HH,정체,155.0,74.0
197,2110044,2,189239866,102198.0,HH,정체,155.0,74.0
198,2110044,3,130592477,91753.0,HH,정체,158.0,74.0
199,2110044,4,196934435,104234.0,HH,정체,160.0,73.0
200,2110045,1,213790793,365732.0,HH,정체,136.0,67.0
201,2110045,2,249879045,372364.0,HH,정체,137.0,66.0
202,2110045,3,184680687,353707.0,HH,정체,137.0,67.0
203,2110045,4,253255527,381426.0,HH,정체,134.0,68.0
204,2110046,1,46517792,834062.0,LL,다이나믹,70.0,53.0
205,2110046,2,54665821,812725.0,LL,다이나믹,73.0,53.0
206,2110046,3,48049184,773745.0,LL,다이나믹,76.0,53.0
207,2110046,4,32091599,750464.0,LL,다이나믹,78.0,54.0
208,2110047,1,20820253,512720.0,LL,다이나믹,99.0,45.0
209,2110047,2,21864724,522685.0,LL,다이나믹,105.0,44.0
210,2110047,3,24466296,528953.0,LL,다이나믹,106.0,44.0
211,2110047,4,17174364,507008.0,LL,다이나믹,105.0,45.0
212,2110048,1,851860608,791825.0,HH,정체,119.0,61.0
213,2110048,2,533198463,796703.0,HH,정체,121.0,61.0
214,2110048,3,357326626,771921.0,HH,정체,121.0,61.0
215,2110048,4,423865580,773479.0,HH,정체,121.0,61.0
216,2110049,1,316533607,837319.0,LH,상권확장,97.0,60.0
217,2110049,2,344188817,852183.0,LH,상권확장,99.0,60.0
218,2110049,3,325897490,737438.0,LH,상권확장,99.0,59.0
219,2110049,4,442213676,773873.0,LH,상권확장,101.0,60.0
220,2110050,1,130666082,406265.0,LH,상권확장,99.0,57.0
221,2110050,2,131145799,403482.0,LH,상권확장,98.0,57.0
222,2110050,3,117129759,399169.0,LH,상권확장,100.0,56.0
223,2110050,4,123903767,383702.0,LH,상권확장,103.0,56.0
224,2110051,1,215792770,603893.0,LH,상권확장,100.0,67.0
225,2110051,2,255994059,640805.0,LH,상권확장,102.0,67.0
226,2110051,3,222240800,668620.0,LH,상권확장,104.0,67.0
227,2110051,4,266787744,712450.0,LH,상권확장,104.0,67.0
228,2110052,1,147430983,437340.0,HH,정체,128.0,64.0
229,2110052,2,130305094,446922.0,HH,정체,132.0,64.0
230,2110052,3,141421329,374241.0,HH,정체,134.0,64.0
231,2110052,4,172299683,374358.0,HH,정체,135.0,64.0
232,2110053,1,177346920,989581.0,HH,정체,128.0,56.0
233,2110053,2,191464043,1006589.0,HH,정체,127.0,57.0
234,2110053,3,190000762,1031776.0,HH,정체,127.0,57.0
235,2110053,4,171873972,960019.0,HH,정체,130.0,57.0
236,2110054,1,812758540,1000847.0,LH,상권확장,102.0,55.0
237,2110054,2,897839065,941732.0,LL,다이나믹,103.0,55.0
238,2110054,3,785813985,1003982.0,LL,다이나믹,104.0,55.0
239,2110054,4,428298470,1036499.0,LH,상권확장,103.0,56.0
240,2110055,1,45102506,404046.0,HH,정체,168.0,71.0
241,2110055,2,57085177,425941.0,HH,정체,170.0,71.0
242,2110055,3,61010694,425366.0,HH,정체,174.0,71.0
243,2110055,4,67997135,427366.0,HH,정체,174.0,71.0
244,2110056,1,418621533,1736019.0,LL,다이나믹,105.0,54.0
245,2110056,2,584025843,1685780.0,LL,다이나믹,107.0,54.0
246,2110056,3,487905047,1665144.0,LL,다이나믹,110.0,54.0
247,2110056,4,254505632,1618422.0,LL,다이나믹,112.0,54.0
248,2110057,1,203517953,704351.0,HH,정체,128.0,62.0
249,2110057,2,213136519,702982.0,HH,정체,129.0,63.0
250,2110057,3,241845754,666797.0,HH,정체,133.0,63.0
251,2110057,4,441407900,662654.0,HH,정체,136.0,63.0
252,2110058,1,231566369,1161914.0,HH,정체,136.0,61.0
253,2110058,2,217054199,1145369.0,HH,정체,139.0,61.0
254,2110058,3,202610643,1077234.0,HH,정체,140.0,63.0
255,2110058,4,232464606,1083001.0,HH,정체,143.0,63.0
256,2110059,1,156895282,292500.0,HH,정체,141.0,76.0
257,2110059,2,174341804,309443.0,HH,정체,141.0,76.0
258,2110059,3,177211052,480246.0,HH,정체,145.0,76.0
259,2110059,4,152835885,493217.0,HH,정체,151.0,76.0
260,2110060,1,200139031,914331.0,LH,상권확장,106.0,55.0
261,2110060,2,205367482,840721.0,LH,상권확장,106.0,55.0
262,2110060,3,204349335,493399.0,LL,다이나믹,108.0,55.0
263,2110060,4,210462454,405061.0,LH,상권확장,109.0,56.0
264,2110061,1,132128370,1141100.0,HH,정체,125.0,67.0
265,2110061,2,177339276,1102126.0,HH,정체,129.0,68.0
266,2110061,3,230763882,1030113.0,HH,정체,132.0,68.0
267,2110061,4,162321952,994674.0,HH,정체,134.0,68.0
268,2110062,1,362302952,1120912.0,HH,정체,123.0,67.0
269,2110062,2,429001572,1137221.0,HH,정체,123.0,67.0
270,2110062,3,353023699,950597.0,HH,정체,127.0,67.0
271,2110062,4,487320202,938994.0,HH,정체,122.0,68.0
272,2110063,1,194895245,719711.0,HH,정체,147.0,60.0
273,2110063,2,255145882,766485.0,HH,정체,149.0,60.0
274,2110063,3,219957111,761224.0,HH,정체,151.0,61.0
275,2110063,4,259128226,764082.0,HH,정체,153.0,62.0
276,2110064,1,508914406,1168878.0,HH,정체,134.0,64.0
277,2110064,2,394791392,1176405.0,HH,정체,135.0,64.0
278,2110064,3,388988948,1260394.0,HH,정체,138.0,65.0
279,2110064,4,479414863,1326144.0,HH,정체,139.0,65.0
280,2110065,1,7543315,81637.0,HH,정체,143.0,62.0
281,2110065,2,9280793,86963.0,HH,정체,148.0,63.0
282,2110065,3,9105798,59965.0,HH,정체,152.0,63.0
283,2110065,4,4740459,56199.0,HH,정체,152.0,64.0
284,2110066,1,246472851,1093473.0,HH,정체,122.0,63.0
285,2110066,2,293893756,1043545.0,HH,정체,123.0,64.0
286,2110066,3,261969630,997283.0,HH,정체,122.0,64.0
287,2110066,4,324917336,1046955.0,HH,정체,123.0,64.0
288,2110067,1,90408937,1895308.0,HH,정체,140.0,59.0
289,2110067,2,104987294,1819032.0,HH,정체,143.0,59.0
290,2110067,3,111952115,2023629.0,HH,정체,142.0,59.0
291,2110067,4,142985080,2201908.0,HH,정체,144.0,60.0
292,2110068,1,204810515,1371066.0,HH,정체,119.0,62.0
293,2110068,2,314837268,1374457.0,HH,정체,119.0,62.0
294,2110068,3,262532509,1325272.0,HH,정체,121.0,62.0
295,2110068,4,258935784,1348563.0,HH,정체,122.0,64.0
296,2110069,1,534627133,1678304.0,LL,다이나믹,108.0,51.0
297,2110069,2,633763974,1809207.0,LL,다이나믹,108.0,51.0
298,2110069,3,536225328,1752308.0,LL,다이나믹,110.0,51.0
299,2110069,4,609733506,1984307.0,LL,다이나믹,111.0,51.0
300,2110070,1,53833808,70591.0,HH,정체,166.0,78.0
301,2110070,2,68599027,67601.0,HH,정체,164.0,78.0
302,2110070,3,48985491,58676.0,HH,정체,168.0,79.0
303,2110070,4,63200964,55170.0,HH,정체,171.0,79.0
304,2110071,1,592101187,165786.0,HH,정체,151.0,67.0
305,2110071,2,569886035,194657.0,HH,정체,151.0,68.0
306,2110071,3,545421260,120628.0,HH,정체,152.0,68.0
307,2110071,4,555037046,101579.0,HH,정체,154.0,68.0
308,2110072,1,354832462,237702.0,LH,상권확장,86.0,55.0
309,2110072,2,371347543,223884.0,LH,상권확장,89.0,56.0
310,2110072,3,296239525,220823.0,LH,상권확장,88.0,56.0
311,2110072,4,574754000,225427.0,LH,상권확장,89.0,57.0
312,2110073,1,99027933,174306.0,LH,상권확장,108.0,56.0
313,2110073,2,126270270,172992.0,LH,상권확장,110.0,55.0
314,2110073,3,85660700,140797.0,LH,상권확장,105.0,55.0
315,2110073,4,136949787,148402.0,LL,다이나믹,106.0,55.0
316,2110074,1,463333077,653757.0,HH,정체,116.0,62.0
317,2110074,2,495451885,650734.0,HH,정체,120.0,62.0
318,2110074,3,386749552,642021.0,HH,정체,120.0,63.0
319,2110074,4,458181424,676376.0,HH,정체,120.0,63.0
320,2110075,1,201181651,663931.0,HH,정체,124.0,59.0
321,2110075,2,218707342,657072.0,HH,정체,124.0,59.0
322,2110075,3,234824333,618571.0,HH,정체,125.0,59.0
323,2110075,4,237825365,618286.0,HH,정체,127.0,59.0
324,2110076,1,147216457,39459.0,HH,정체,140.0,65.0
325,2110076,2,167961855,40303.0,HH,정체,141.0,64.0
326,2110076,3,145739095,27984.0,HH,정체,143.0,65.0
327,2110076,4,174232508,28657.0,HH,정체,145.0,65.0
328,2110077,1,118536618,255243.0,LH,상권확장,111.0,64.0
329,2110077,2,125045337,253306.0,LH,상권확장,107.0,64.0
330,2110077,3,106298913,256049.0,LH,상권확장,110.0,64.0
331,2110077,4,132229026,295168.0,LH,상권확장,108.0,64.0
332,2110078,1,282553648,237112.0,HH,정체,133.0,70.0
333,2110078,2,313396985,238521.0,HH,정체,135.0,71.0
334,2110078,3,317243336,230219.0,HH,정체,139.0,70.0
335,2110078,4,258930703,216863.0,HH,정체,138.0,70.0
336,2110079,1,384614350,2264858.0,LH,상권확장,108.0,61.0
337,2110079,2,424361320,2168992.0,LH,상권확장,108.0,61.0
338,2110079,3,383293177,2130742.0,LH,상권확장,111.0,61.0
339,2110079,4,451937145,2131879.0,LH,상권확장,113.0,61.0
340,2110080,1,168327974,823159.0,LL,다이나믹,103.0,52.0
341,2110080,2,234694397,827586.0,LL,다이나믹,107.0,52.0
342,2110080,3,210488530,769499.0,LL,다이나믹,110.0,52.0
343,2110080,4,208388455,755661.0,LL,다이나믹,108.0,54.0
344,2110081,1,286562977,1572340.0,LL,다이나믹,82.0,52.0
345,2110081,2,359984089,1599332.0,LL,다이나믹,84.0,52.0
346,2110081,3,318543512,1652297.0,LL,다이나믹,83.0,52.0
347,2110081,4,374584120,1690708.0,LL,다이나믹,84.0,52.0
348,2110082,1,212946869,298585.0,LL,다이나믹,84.0,53.0
349,2110082,2,290142886,316299.0,LL,다이나믹,85.0,53.0
350,2110082,3,296259170,337268.0,LL,다이나믹,86.0,53.0
351,2110082,4,380945619,401892.0,LL,다이나믹,84.0,54.0
352,2110083,1,72339625,85275.0,HH,정체,124.0,60.0
353,2110083,2,94494373,84535.0,HH,정체,123.0,60.0
354,2110083,3,85798068,69643.0,HH,정체,123.0,60.0
355,2110083,4,82464682,67910.0,HH,정체,126.0,60.0
356,2110084,1,275028037,926957.0,LL,다이나믹,94.0,52.0
357,2110084,2,351204274,882222.0,LL,다이나믹,94.0,52.0
358,2110084,3,293851271,818673.0,LL,다이나믹,95.0,52.0
359,2110084,4,400088962,841276.0,LL,다이나믹,96.0,52.0
360,2110085,1,389162152,1268868.0,LL,다이나믹,97.0,47.0
361,2110085,2,494509306,1261657.0,LL,다이나믹,99.0,47.0
362,2110085,3,481640054,1280117.0,LL,다이나믹,99.0,47.0
363,2110085,4,567681591,1347245.0,LL,다이나믹,98.0,47.0
364,2110086,1,226182799,478155.0,LH,상권확장,101.0,62.0
365,2110086,2,225460413,525638.0,LH,상권확장,107.0,61.0
366,2110086,3,231122515,585699.0,LH,상권확장,109.0,61.0
367,2110086,4,167605805,627715.0,LH,상권확장,111.0,60.0
368,2110087,1,278159020,254512.0,HH,정체,125.0,61.0
369,2110087,2,331003105,274778.0,HH,정체,127.0,61.0
370,2110087,3,363395722,281365.0,HH,정체,129.0,61.0
371,2110087,4,367582163,307527.0,HH,정체,131.0,61.0
372,2110088,1,208516269,320609.0,LH,상권확장,110.0,58.0
373,2110088,2,253469230,312655.0,LH,상권확장,110.0,59.0
374,2110088,3,242580131,327916.0,LH,상권확장,112.0,60.0
375,2110088,4,238008861,325502.0,LH,상권확장,115.0,60.0
376,2110089,1,139060138,318987.0,HH,정체,142.0,83.0
377,2110089,2,146410579,313976.0,HH,정체,148.0,81.0
378,2110089,3,143470688,284590.0,HH,정체,149.0,82.0
379,2110089,4,148387151,269776.0,HH,정체,149.0,82.0
380,2110090,1,100897162,536002.0,LL,다이나믹,89.0,49.0
381,2110090,2,113398117,535350.0,LL,다이나믹,92.0,50.0
382,2110090,3,106819700,550925.0,LL,다이나믹,94.0,49.0
383,2110090,4,109314669,561385.0,LL,다이나믹,93.0,50.0
384,2110091,1,245065289,61264.0,LL,다이나믹,56.0,50.0
385,2110091,2,342604587,66003.0,LL,다이나믹,57.0,50.0
386,2110091,3,222745795,74452.0,LL,다이나믹,56.0,51.0
387,2110091,4,265275428,84378.0,LL,다이나믹,59.0,49.0
388,2110092,1,171344446,773173.0,HH,정체,128.0,56.0
389,2110092,2,169511249,735967.0,HH,정체,128.0,57.0
390,2110092,3,155150319,582369.0,HH,정체,130.0,57.0
391,2110092,4,161280826,532613.0,HH,정체,132.0,58.0
392,2110093,1,316319110,1613773.0,LH,상권확장,96.0,57.0
393,2110093,2,355270222,1635813.0,LH,상권확장,97.0,57.0
394,2110093,3,277716055,1587434.0,LH,상권확장,98.0,57.0
395,2110093,4,339441674,1622027.0,LH,상권확장,99.0,57.0
396,2110094,1,121191016,84938.0,HH,정체,135.0,64.0
397,2110094,2,147935384,86800.0,HH,정체,138.0,63.0
398,2110094,3,109365311,73855.0,HH,정체,141.0,63.0
399,2110094,4,184112055,72673.0,HH,정체,141.0,65.0
400,2110095,1,416837894,556502.0,LH,상권확장,68.0,55.0
401,2110095,2,549580944,561266.0,LL,다이나믹,70.0,54.0
402,2110095,3,488326774,514211.0,LL,다이나믹,71.0,53.0
403,2110095,4,669715527,543077.0,LL,다이나믹,73.0,53.0
404,2110096,1,108475913,237671.0,LH,상권확장,109.0,62.0
405,2110096,2,137255850,210685.0,LH,상권확장,107.0,65.0
406,2110096,3,113221906,185025.0,LH,상권확장,108.0,67.0
407,2110096,4,176691637,211502.0,LH,상권확장,107.0,67.0
408,2110097,1,40343025,64695.0,LH,상권확장,69.0,82.0
409,2110097,2,83526545,62797.0,LH,상권확장,70.0,82.0
410,2110097,3,65506508,54418.0,LH,상권확장,68.0,82.0
411,2110097,4,213307540,56056.0,LH,상권확장,68.0,81.0
412,2110098,1,534113612,87592.0,LL,다이나믹,62.0,42.0
413,2110098,2,754028788,83846.0,LL,다이나믹,63.0,42.0
414,2110098,3,687647125,76510.0,LL,다이나믹,62.0,42.0
415,2110098,4,933908949,77322.0,LL,다이나믹,65.0,42.0
416,2110099,1,266569711,266431.0,LL,다이나믹,91.0,52.0
417,2110099,2,259293057,258213.0,LL,다이나믹,88.0,52.0
418,2110099,3,245995493,259740.0,LL,다이나믹,88.0,52.0
419,2110099,4,266566931,276195.0,LL,다이나믹,85.0,52.0
420,2110100,1,524099605,120904.0,HH,정체,119.0,57.0
421,2110100,2,513035628,118662.0,HH,정체,119.0,57.0
422,2110100,3,514244028,102154.0,HH,정체,119.0,56.0
423,2110100,4,466028359,98216.0,LH,상권확장,116.0,56.0
424,2110101,1,148380338,191443.0,HL,상권축소,120.0,45.0
425,2110101,2,185202040,192691.0,HL,상권축소,123.0,46.0
426,2110101,3,170413329,167190.0,HL,상권축소,126.0,46.0
427,2110101,4,221967124,155572.0,HL,상권축소,131.0,46.0
428,2110102,1,229749331,530529.0,LL,다이나믹,103.0,53.0
