,상권_코드,기준_분기_코드,분기당_매출_금액,총_생활인구_수,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균
3761,2110936,2,186998880,185729.0,LL,다이나믹,113.0,53.0
3762,2110936,3,193365728,187728.0,LL,다이나믹,116.0,53.0
3763,2110936,4,213809412,199975.0,LL,다이나믹,117.0,53.0
3764,2110937,1,157784053,80260.0,HH,정체,124.0,67.0
3765,2110937,2,180225399,86120.0,HH,정체,126.0,67.0
3766,2110937,3,183542895,69610.0,HH,정체,127.0,69.0
3767,2110937,4,196349231,70930.0,HH,정체,130.0,69.0
3768,2110938,1,527216994,215048.0,HH,정체,120.0,57.0
3769,2110938,2,738668756,218605.0,HH,정체,123.0,57.0
3770,2110938,3,617538784,231027.0,HH,정체,125.0,57.0
3771,2110938,4,696709854,250563.0,HH,정체,129.0,56.0
3772,2110939,1,579472096,1897496.0,HL,상권축소,119.0,51.0
3773,2110939,2,702804489,1951281.0,HL,상권축소,121.0,51.0
3774,2110939,3,557745961,1935875.0,HL,상권축소,122.0,51.0
3775,2110939,4,723553090,1997368.0,HL,상권축소,122.0,52.0
3776,2110940,1,73496293,353591.0,HH,정체,137.0,55.0
3777,2110940,2,109769337,374828.0,HH,정체,139.0,55.0
3778,2110940,3,71924919,376659.0,HH,정체,140.0,55.0
3779,2110940,4,93473795,406624.0,HH,정체,141.0,57.0
3780,2110941,1,59466514,216996.0,LH,상권확장,103.0,60.0
3781,2110941,2,71575608,230162.0,LH,상권확장,102.0,60.0
3782,2110941,3,79652924,215144.0,LH,상권확장,97.0,60.0
3783,2110941,4,84160943,186366.0,LH,상권확장,100.0,61.0
3784,2110942,1,468373955,2095187.0,LL,다이나믹,113.0,51.0
3785,2110942,2,474931166,2022661.0,LL,다이나믹,114.0,51.0
3786,2110942,3,452351910,1949376.0,LL,다이나믹,116.0,51.0
3787,2110942,4,512553073,1977060.0,LL,다이나믹,117.0,52.0
3788,2110943,1,200269541,529052.0,HL,상권축소,118.0,54.0
3789,2110943,2,159651979,518504.0,HL,상권축소,119.0,54.0
3790,2110943,3,263387908,535347.0,HL,상권축소,122.0,54.0
3791,2110943,4,593473250,519001.0,HL,상권축소,125.0,54.0
3792,2110944,1,51713253,48172.0,HH,정체,129.0,66.0
3793,2110944,2,54035219,49485.0,HH,정체,132.0,66.0
3794,2110944,3,60783506,34010.0,HH,정체,135.0,66.0
3795,2110944,4,57639387,23659.0,HH,정체,144.0,65.0
3796,2110945,1,60097105,20340.0,HH,정체,138.0,63.0
3797,2110945,2,83485571,20603.0,HH,정체,134.0,64.0
3798,2110945,3,70215291,18390.0,HH,정체,137.0,64.0
3799,2110945,4,59611606,17215.0,HH,정체,140.0,64.0
3800,2110946,1,388878824,6.0,HH,정체,127.0,64.0
3801,2110946,2,608602641,7.0,HH,정체,129.0,65.0
3802,2110946,3,485777724,3.0,HH,정체,134.0,65.0
3803,2110946,4,660971462,5.0,HH,정체,135.0,66.0
3804,2110947,1,569471746,15822.0,LH,상권확장,91.0,60.0
3805,2110947,2,772321752,16386.0,LH,상권확장,92.0,60.0
3806,2110947,3,633319553,9977.0,LH,상권확장,92.0,60.0
3807,2110947,4,671513568,8225.0,LH,상권확장,97.0,59.0
3812,2110949,1,167964545,310703.0,LL,다이나믹,100.0,38.0
3813,2110949,2,193929253,325968.0,LL,다이나믹,100.0,40.0
3814,2110949,3,229187920,343428.0,LL,다이나믹,98.0,41.0
3815,2110949,4,253614059,353470.0,LL,다이나믹,95.0,41.0
3816,2110950,1,25127644,162370.0,LL,다이나믹,101.0,40.0
3817,2110950,2,46155662,162914.0,LL,다이나믹,109.0,40.0
3818,2110950,3,22506114,144641.0,LL,다이나믹,108.0,40.0
3819,2110950,4,17360664,155091.0,LL,다이나믹,116.0,40.0
3820,2110951,1,108011143,589079.0,LL,다이나믹,77.0,48.0
3821,2110951,2,132411684,559421.0,LL,다이나믹,79.0,48.0
3822,2110951,3,90976071,497488.0,LL,다이나믹,79.0,48.0
3823,2110951,4,108328198,517661.0,LL,다이나믹,82.0,47.0
3824,2110952,1,69952567,182662.0,LL,다이나믹,71.0,45.0
3825,2110952,2,99783955,181326.0,LL,다이나믹,67.0,46.0
3826,2110952,3,95627386,190290.0,LL,다이나믹,67.0,46.0
3827,2110952,4,95444447,198851.0,LL,다이나믹,66.0,45.0
3828,2110953,1,269201617,375901.0,LH,상권확장,99.0,58.0
3829,2110953,2,373283372,395124.0,LH,상권확장,99.0,59.0
3830,2110953,3,266483158,385268.0,LH,상권확장,97.0,59.0
3831,2110953,4,381019043,399863.0,LH,상권확장,92.0,59.0
3832,2110954,1,467809398,390541.0,LL,다이나믹,61.0,35.0
3833,2110954,2,647504484,435622.0,LL,다이나믹,62.0,36.0
3834,2110954,3,537121606,384515.0,LL,다이나믹,67.0,35.0
3835,2110954,4,608079631,434245.0,LL,다이나믹,71.0,35.0
3836,2110955,1,385454989,2872248.0,LL,다이나믹,94.0,46.0
3837,2110955,2,415280439,2844436.0,LL,다이나믹,97.0,46.0
3838,2110955,3,399408972,2826457.0,LL,다이나믹,97.0,46.0
3839,2110955,4,398040585,2943886.0,LL,다이나믹,98.0,46.0
3840,2110956,1,109233712,238168.0,LH,상권확장,107.0,55.0
3841,2110956,2,152028884,224170.0,LL,다이나믹,112.0,55.0
3842,2110956,3,70678858,224767.0,LH,상권확장,114.0,56.0
3843,2110956,4,130796273,231865.0,LH,상권확장,114.0,56.0
3844,2110957,1,274527695,926423.0,LL,다이나믹,87.0,50.0
3845,2110957,2,295547488,965994.0,LL,다이나믹,88.0,50.0
3846,2110957,3,263690477,917422.0,LL,다이나믹,88.0,51.0
3847,2110957,4,288785892,982393.0,LL,다이나믹,89.0,51.0
3848,2110958,1,172076493,396940.0,LL,다이나믹,80.0,43.0
3849,2110958,2,172919837,395781.0,LL,다이나믹,82.0,43.0
3850,2110958,3,184147916,351290.0,LL,다이나믹,84.0,43.0
3851,2110958,4,213467298,367237.0,LL,다이나믹,84.0,42.0
3852,2110959,1,454548067,110475.0,HH,정체,134.0,58.0
3853,2110959,2,158705104,125358.0,HH,정체,130.0,59.0
3854,2110959,3,232602855,103381.0,HH,정체,133.0,59.0
3855,2110959,4,169185494,75407.0,HH,정체,135.0,59.0
3856,2110960,1,159857603,103270.0,LL,다이나믹,102.0,52.0
3857,2110960,2,173605303,116139.0,LL,다이나믹,105.0,52.0
3858,2110960,3,183284331,103869.0,LL,다이나믹,111.0,52.0
3859,2110960,4,176101310,95882.0,LL,다이나믹,110.0,52.0
3860,2110961,1,350347217,1156382.0,LL,다이나믹,88.0,46.0
3861,2110961,2,405766460,1320359.0,LL,다이나믹,88.0,46.0
3862,2110961,3,403962972,751790.0,LL,다이나믹,90.0,46.0
3863,2110961,4,401316817,742255.0,LL,다이나믹,92.0,46.0
3864,2110962,1,430133921,101296.0,LL,다이나믹,93.0,41.0
3865,2110962,2,496879715,116066.0,LL,다이나믹,91.0,41.0
3866,2110962,3,481293110,113536.0,LL,다이나믹,91.0,42.0
3867,2110962,4,456200111,127560.0,LL,다이나믹,91.0,42.0
3868,2110963,1,46811216,368698.0,HL,상권축소,133.0,53.0
3869,2110963,2,59400815,339601.0,HH,정체,131.0,55.0
3870,2110963,3,53157268,365484.0,HH,정체,128.0,56.0
3871,2110963,4,36117316,377754.0,HH,정체,126.0,56.0
3872,2110964,1,23579112,258689.0,LH,상권확장,114.0,60.0
3873,2110964,2,15332233,249791.0,LH,상권확장,104.0,60.0
3874,2110964,3,14666250,243982.0,LH,상권확장,102.0,60.0
3875,2110964,4,10508461,247010.0,LH,상권확장,105.0,60.0
3876,2110965,1,127865780,811388.0,LL,다이나믹,90.0,46.0
3877,2110965,2,116274459,819629.0,LL,다이나믹,92.0,46.0
3878,2110965,3,118331243,810743.0,LL,다이나믹,89.0,47.0
3879,2110965,4,119013324,833217.0,LL,다이나믹,91.0,47.0
3880,2110966,1,365817659,1770300.0,LL,다이나믹,83.0,49.0
3881,2110966,2,409452320,1840626.0,LL,다이나믹,83.0,49.0
3882,2110966,3,298993982,1738854.0,LL,다이나믹,84.0,49.0
3883,2110966,4,360947985,1782400.0,LL,다이나믹,87.0,48.0
3884,2110967,1,198183523,586716.0,LL,다이나믹,74.0,48.0
3885,2110967,2,229722685,601158.0,LL,다이나믹,73.0,49.0
3886,2110967,3,235280709,609547.0,LL,다이나믹,74.0,49.0
3887,2110967,4,216813847,648566.0,LL,다이나믹,76.0,48.0
3888,2110968,1,81085036,285420.0,LL,다이나믹,102.0,49.0
3889,2110968,2,107021989,278462.0,LL,다이나믹,105.0,49.0
3890,2110968,3,79478344,279250.0,LL,다이나믹,107.0,49.0
3891,2110968,4,123936823,299730.0,LL,다이나믹,110.0,49.0
3892,2110969,1,202047378,695174.0,LL,다이나믹,111.0,54.0
3893,2110969,2,234375781,681564.0,LL,다이나믹,114.0,54.0
3894,2110969,3,161532596,722292.0,LL,다이나믹,115.0,54.0
3895,2110969,4,171658971,775794.0,LL,다이나믹,117.0,54.0
3896,2110970,1,141675875,335210.0,LL,다이나믹,104.0,46.0
3897,2110970,2,70168830,387850.0,LL,다이나믹,105.0,46.0
3898,2110970,3,63608404,356139.0,LL,다이나믹,108.0,46.0
3899,2110970,4,48772390,326570.0,LL,다이나믹,103.0,46.0
3900,2110971,1,258819102,850817.0,LL,다이나믹,92.0,48.0
3901,2110971,2,295093411,816442.0,LL,다이나믹,93.0,48.0
3902,2110971,3,315275719,676465.0,LL,다이나믹,96.0,48.0
3903,2110971,4,329517257,664718.0,LL,다이나믹,96.0,48.0
3904,2110972,1,56126513,272277.0,LH,상권확장,84.0,63.0
3905,2110972,2,67878236,267119.0,LH,상권확장,87.0,63.0
3906,2110972,3,62796633,294023.0,LH,상권확장,84.0,64.0
3907,2110972,4,72720665,312783.0,LH,상권확장,87.0,64.0
3908,2110973,1,102793310,960135.0,LL,다이나믹,89.0,52.0
3909,2110973,2,117251459,1020936.0,LL,다이나믹,91.0,52.0
3910,2110973,3,122915685,1027027.0,LL,다이나믹,92.0,52.0
3911,2110973,4,108975854,1088961.0,LL,다이나믹,95.0,52.0
3912,2110974,1,93480845,753898.0,LL,다이나믹,90.0,48.0
3913,2110974,2,100659654,764378.0,LL,다이나믹,91.0,48.0
3914,2110974,3,105135170,723838.0,LL,다이나믹,93.0,48.0
3915,2110974,4,91504461,658910.0,LL,다이나믹,92.0,47.0
3916,2110975,1,200449080,292466.0,HH,정체,131.0,56.0
3917,2110975,2,240955425,301729.0,HH,정체,133.0,55.0
3918,2110975,3,283612713,357471.0,HH,정체,134.0,56.0
3919,2110975,4,305424649,310300.0,HH,정체,127.0,58.0
3920,2110976,1,148454955,763158.0,LL,다이나믹,83.0,46.0
3921,2110976,2,225880553,766414.0,LL,다이나믹,84.0,46.0
3922,2110976,3,170273915,701482.0,LL,다이나믹,85.0,47.0
3923,2110976,4,199991884,674762.0,LL,다이나믹,88.0,47.0
3924,2110977,1,168924264,125552.0,HL,상권축소,148.0,47.0
3925,2110977,2,174524393,120993.0,HL,상권축소,151.0,47.0
3926,2110977,3,189052920,145611.0,HL,상권축소,152.0,49.0
3927,2110977,4,191585887,157451.0,HL,상권축소,157.0,49.0
3928,2110978,1,71599625,22013.0,HL,상권축소,142.0,50.0
3929,2110978,2,100883056,22096.0,HH,정체,135.0,61.0
3930,2110978,3,100766923,13811.0,HH,정체,138.0,61.0
3931,2110978,4,114114796,13945.0,HH,정체,134.0,61.0
3932,2110979,1,643811312,391249.0,LL,다이나믹,78.0,42.0
3933,2110979,2,869332655,392306.0,LL,다이나믹,80.0,42.0
3934,2110979,3,486116951,384563.0,LL,다이나믹,81.0,42.0
3935,2110979,4,682212642,403264.0,LL,다이나믹,81.0,42.0
3936,2110980,1,81361978,531208.0,HL,상권축소,129.0,52.0
3937,2110980,2,103904619,505406.0,HL,상권축소,132.0,52.0
3938,2110980,3,83593030,589622.0,HL,상권축소,134.0,52.0
3939,2110980,4,87678252,597145.0,HL,상권축소,136.0,52.0
3940,2110981,1,503509526,450855.0,HL,상권축소,117.0,48.0
3941,2110981,2,538532804,445814.0,HL,상권축소,119.0,48.0
3942,2110981,3,500651540,414719.0,HL,상권축소,121.0,49.0
3943,2110981,4,470496264,416640.0,HL,상권축소,123.0,49.0
3944,2110982,1,42034810,191463.0,LL,다이나믹,115.0,48.0
3945,2110982,2,47314836,197880.0,LL,다이나믹,116.0,48.0
3946,2110982,3,42657934,177056.0,LL,다이나믹,114.0,48.0
3947,2110982,4,48981673,172209.0,LL,다이나믹,115.0,48.0
3948,2110983,1,409040512,465846.0,HL,상권축소,133.0,52.0
3949,2110983,2,507661151,392664.0,HL,상권축소,131.0,52.0
3950,2110983,3,475884954,450426.0,HL,상권축소,133.0,52.0
3951,2110983,4,381270150,428592.0,HL,상권축소,135.0,53.0
3952,2110984,1,310140375,965569.0,HL,상권축소,132.0,53.0
3953,2110984,2,394038339,959650.0,HL,상권축소,132.0,53.0
3954,2110984,3,291283324,1045143.0,HL,상권축소,133.0,53.0
3955,2110984,4,464678731,1084688.0,HL,상권축소,135.0,54.0
3956,2110985,1,133635234,252557.0,LL,다이나믹,83.0,42.0
3957,2110985,2,137748928,253238.0,LL,다이나믹,88.0,42.0
3958,2110985,3,126007930,210622.0,LL,다이나믹,90.0,42.0
3959,2110985,4,123365108,207423.0,LL,다이나믹,93.0,42.0
3960,2110986,1,14009872,250624.0,LL,다이나믹,92.0,45.0
3961,2110986,2,28297800,247968.0,LL,다이나믹,92.0,45.0
3962,2110986,3,23664365,245902.0,LL,다이나믹,92.0,45.0
3963,2110986,4,24997037,256859.0,LL,다이나믹,93.0,45.0
3964,2110987,1,85108823,307031.0,LL,다이나믹,95.0,48.0
3965,2110987,2,113389613,301798.0,LL,다이나믹,95.0,49.0
3966,2110987,3,89959861,280313.0,LL,다이나믹,101.0,48.0
3967,2110987,4,134985679,293922.0,LL,다이나믹,92.0,48.0
3968,2110988,1,219242171,198214.0,LH,상권확장,110.0,69.0
3969,2110988,2,303444511,200694.0,LH,상권확장,109.0,69.0
3970,2110988,3,310724311,141306.0,LH,상권확장,106.0,69.0
3971,2110988,4,1060478156,113408.0,LH,상권확장,110.0,68.0
3972,2110989,1,215615983,708798.0,LL,다이나믹,93.0,42.0
3973,2110989,2,218590162,719182.0,LL,다이나믹,91.0,43.0
3974,2110989,3,253348036,700358.0,LL,다이나믹,93.0,43.0
3975,2110989,4,228303708,706557.0,LL,다이나믹,94.0,43.0
3976,2110990,1,92529796,55858.0,LH,상권확장,108.0,59.0
3977,2110990,2,107721791,57384.0,LH,상권확장,94.0,61.0
3978,2110990,3,89203437,67861.0,LH,상권확장,93.0,61.0
3979,2110990,4,120042372,76086.0,LH,상권확장,96.0,61.0
3980,2110991,1,1162230072,172298.0,HH,정체,118.0,57.0
3981,2110991,2,1346077587,183375.0,HH,정체,118.0,57.0
3982,2110991,3,945089599,165294.0,LH,상권확장,117.0,58.0
3983,2110991,4,1658446630,193026.0,LH,상권확장,115.0,58.0
3984,2110992,1,231183117,1841386.0,LL,다이나믹,88.0,42.0
3985,2110992,2,238395240,1832279.0,LL,다이나믹,89.0,42.0
3986,2110992,3,266285362,2044761.0,LL,다이나믹,90.0,42.0
3987,2110992,4,256456585,1968649.0,LL,다이나믹,91.0,42.0
3988,2110993,1,2274308,62206.0,HH,정체,189.0,89.0
3989,2110993,2,2174704,38457.0,HH,정체,201.0,89.0
3990,2110993,3,2943873,20109.0,HH,정체,204.0,89.0
3991,2110994,1,226529306,561824.0,HH,정체,123.0,61.0
3992,2110994,2,235767685,558554.0,HH,정체,128.0,61.0
3993,2110994,3,225392151,454290.0,HH,정체,129.0,61.0
3994,2110994,4,213305534,435840.0,HH,정체,130.0,61.0
3995,2110995,1,160933171,534551.0,HH,정체,136.0,61.0
3996,2110995,2,214161772,541942.0,HH,정체,140.0,61.0
3997,2110995,3,138947443,522936.0,HH,정체,142.0,61.0
3998,2110995,4,89036965,517312.0,HH,정체,142.0,61.0
3999,2110996,1,178974992,674042.0,LL,다이나믹,113.0,53.0
4000,2110996,2,238036385,744456.0,HL,상권축소,117.0,54.0
4001,2110996,3,191526266,773314.0,HL,상권축소,118.0,54.0
4002,2110996,4,217839921,768489.0,HL,상권축소,119.0,54.0
4003,2110997,1,564668008,2788517.0,HL,상권축소,123.0,53.0
4004,2110997,2,592571660,2611490.0,HL,상권축소,123.0,54.0
4005,2110997,3,571678378,2354934.0,HL,상권축소,124.0,54.0
4006,2110997,4,565274077,2124393.0,HL,상권축소,124.0,54.0
4007,2110998,1,387070657,117398.0,LL,다이나믹,41.0,35.0
4008,2110998,2,386403075,112805.0,LL,다이나믹,43.0,35.0
4009,2110998,3,344628749,112794.0,LL,다이나믹,45.0,35.0
4010,2110998,4,328541439,110247.0,LL,다이나믹,46.0,34.0
4011,2110999,1,312219201,81332.0,LL,다이나믹,53.0,33.0
4012,2110999,2,333312252,82005.0,LL,다이나믹,56.0,34.0
4013,2110999,3,342964616,70717.0,LL,다이나믹,55.0,34.0
4014,2110999,4,361164359,66700.0,LL,다이나믹,55.0,34.0
4015,2111000,1,104082154,53796.0,LH,상권확장,114.0,78.0
4016,2111000,2,100907625,55161.0,HH,정체,117.0,77.0
4017,2111000,3,109447065,30871.0,HH,정체,123.0,77.0
4018,2111000,4,114072062,22538.0,HH,정체,124.0,77.0
4019,2111001,1,467350424,27431.0,LL,다이나믹,38.0,54.0
4020,2111001,2,668674737,24712.0,LL,다이나믹,38.0,53.0
4021,2111001,3,646196091,22534.0,LL,다이나믹,40.0,53.0
4022,2111001,4,373950247,21202.0,LL,다이나믹,40.0,51.0
4023,2111002,1,57195457,330.0,LH,상권확장,112.0,62.0
4024,2111002,2,69635864,1173.0,LH,상권확장,112.0,62.0
4025,2111002,3,62429508,483.0,LH,상권확장,115.0,62.0
4026,2111002,4,54148082,1155.0,LH,상권확장,118.0,62.0
4027,2111003,1,308302616,1693481.0,HL,상권축소,124.0,54.0
4028,2111003,2,303926128,1686490.0,HL,상권축소,125.0,54.0
4029,2111003,3,310497205,1777000.0,HL,상권축소,127.0,54.0
4030,2111003,4,327644588,1776265.0,HL,상권축소,128.0,55.0
4031,2111004,1,615819329,2170042.0,LL,다이나믹,106.0,47.0
4032,2111004,2,710692881,2154715.0,LL,다이나믹,107.0,47.0
4033,2111004,3,702562803,2183338.0,LL,다이나믹,108.0,48.0
4034,2111004,4,630002762,2197522.0,LL,다이나믹,110.0,48.0
4035,2111005,1,199323601,1285239.0,LL,다이나믹,104.0,52.0
4036,2111005,2,230144193,1283535.0,LL,다이나믹,104.0,53.0
4037,2111005,3,232039479,1452033.0,LL,다이나믹,103.0,53.0
4038,2111005,4,261686291,1481800.0,LL,다이나믹,104.0,54.0
4039,2111006,1,830565385,2454866.0,LL,다이나믹,108.0,49.0
4040,2111006,2,853986271,2191162.0,LL,다이나믹,108.0,49.0
4041,2111006,3,805010732,2258118.0,LL,다이나믹,108.0,50.0
4042,2111006,4,713698916,2295496.0,LL,다이나믹,108.0,50.0
4043,2111007,1,318131592,1346439.0,LL,다이나믹,106.0,54.0
4044,2111007,2,338939873,1280506.0,LL,다이나믹,109.0,53.0
4045,2111007,3,348643085,1353347.0,LL,다이나믹,111.0,54.0
4046,2111007,4,374372082,1299326.0,LL,다이나믹,111.0,53.0
4047,2111008,1,127859207,751344.0,LL,다이나믹,115.0,54.0
4048,2111008,2,161612814,734303.0,LH,상권확장,113.0,55.0
4049,2111008,3,147413777,813500.0,LH,상권확장,113.0,56.0
4050,2111008,4,137978877,820743.0,LH,상권확장,114.0,56.0
4051,2111009,1,60486955,425341.0,LH,상권확장,97.0,55.0
4052,2111009,2,60456305,426638.0,LH,상권확장,98.0,55.0
4053,2111009,3,62956991,361916.0,LL,다이나믹,101.0,55.0
4054,2111009,4,76156575,352119.0,LH,상권확장,104.0,56.0
4055,2111010,1,499821871,1907506.0,LL,다이나믹,99.0,48.0
4056,2111010,2,581397770,1996061.0,LL,다이나믹,100.0,48.0
4057,2111010,3,545632770,1817233.0,LL,다이나믹,101.0,48.0
4058,2111010,4,584388378,1779318.0,LL,다이나믹,102.0,48.0
4059,2111011,1,108523214,72298.0,LL,다이나믹,89.0,42.0
4060,2111011,2,123878778,72844.0,LL,다이나믹,90.0,42.0
4061,2111011,3,123030269,44646.0,LL,다이나믹,91.0,42.0
4062,2111011,4,117085138,41572.0,LL,다이나믹,93.0,42.0
4063,2111012,1,110751886,1584162.0,LL,다이나믹,99.0,49.0
4064,2111012,2,125632665,1535872.0,LL,다이나믹,101.0,49.0
4065,2111012,3,121821862,1482732.0,LL,다이나믹,103.0,49.0
4066,2111012,4,163760684,1229109.0,LL,다이나믹,103.0,49.0
4067,2111013,1,600473505,2282748.0,LL,다이나믹,90.0,46.0
4068,2111013,2,659855981,2261354.0,LL,다이나믹,89.0,46.0
4069,2111013,3,732560912,2225233.0,LL,다이나믹,89.0,47.0
4070,2111013,4,692768857,2275193.0,LL,다이나믹,91.0,46.0
4071,2111014,1,361563347,845183.0,LL,다이나믹,101.0,52.0
4072,2111014,2,544270233,874091.0,LL,다이나믹,104.0,52.0
4073,2111014,3,460709420,1015330.0,LL,다이나믹,106.0,52.0
4074,2111014,4,709985800,1128511.0,LL,다이나믹,107.0,52.0
4075,2111015,1,261298426,2169365.0,LL,다이나믹,100.0,49.0
4076,2111015,2,267118886,2222859.0,LL,다이나믹,102.0,49.0
4077,2111015,3,266430444,2289823.0,LL,다이나믹,104.0,49.0
4078,2111015,4,258419215,2266928.0,LL,다이나믹,106.0,49.0
4079,2111016,1,80405156,614304.0,LL,다이나믹,107.0,49.0
4080,2111016,2,83118868,616280.0,LL,다이나믹,106.0,49.0
4081,2111016,3,86930338,520208.0,LL,다이나믹,107.0,48.0
4082,2111016,4,62367674,500158.0,LL,다이나믹,107.0,49.0
4083,2111017,1,56460407,442340.0,HH,정체,141.0,62.0
4084,2111017,2,61308312,435541.0,HH,정체,142.0,62.0
4085,2111017,3,78186776,248882.0,HH,정체,143.0,63.0
4086,2111017,4,57558793,211902.0,HH,정체,142.0,63.0
4087,2111018,1,235435710,171079.0,HL,상권축소,136.0,45.0
4088,2111018,2,242590540,141976.0,HL,상권축소,139.0,45.0
4089,2111018,3,264500033,118021.0,HL,상권축소,142.0,45.0
4090,2111018,4,221600054,110016.0,HL,상권축소,145.0,45.0
4091,2111019,1,222173225,2040036.0,LL,다이나믹,108.0,53.0
4092,2111019,2,226242128,1960142.0,LL,다이나믹,109.0,53.0
4093,2111019,3,242813229,1672519.0,LL,다이나믹,110.0,53.0
4094,2111019,4,252653030,1607836.0,LL,다이나믹,110.0,53.0
4095,2111020,1,96904277,184195.0,LL,다이나믹,106.0,49.0
4096,2111020,2,111529246,173845.0,LL,다이나믹,108.0,49.0
4097,2111020,3,132983757,297958.0,LL,다이나믹,110.0,49.0
4098,2111020,4,103299845,324701.0,LL,다이나믹,109.0,49.0
4099,2111021,1,593365847,3040372.0,LL,다이나믹,109.0,51.0
4100,2111021,2,653475019,3141339.0,LL,다이나믹,109.0,51.0
4101,2111021,3,552564840,3329069.0,LL,다이나믹,110.0,51.0
4102,2111021,4,746206367,3291851.0,LL,다이나믹,111.0,51.0
4103,2111022,1,118770536,561068.0,HL,상권축소,136.0,49.0
4104,2111022,2,103468634,551179.0,HL,상권축소,138.0,49.0
4105,2111022,3,109659033,443141.0,HL,상권축소,139.0,49.0
4106,2111022,4,103691766,390714.0,HL,상권축소,140.0,50.0
4107,2111023,1,249374389,720582.0,LL,다이나믹,112.0,54.0
4108,2111023,2,261843788,690520.0,LL,다이나믹,113.0,54.0
4109,2111023,3,275025423,784683.0,LL,다이나믹,113.0,54.0
4110,2111023,4,291627212,832009.0,LL,다이나믹,112.0,54.0
4111,2111024,1,60610509,365293.0,LL,다이나믹,97.0,49.0
4112,2111024,2,76813485,370295.0,LL,다이나믹,97.0,49.0
4113,2111024,3,70150173,334636.0,LL,다이나믹,95.0,49.0
4114,2111024,4,74052074,340731.0,LL,다이나믹,98.0,49.0
4115,2111025,1,155626086,742261.0,LL,다이나믹,104.0,51.0
4116,2111025,2,95215920,738300.0,LL,다이나믹,104.0,53.0
4117,2111025,3,109596338,910680.0,LL,다이나믹,106.0,53.0
4118,2111025,4,113357093,958088.0,LL,다이나믹,107.0,54.0
4119,2111026,1,377634749,1283055.0,LL,다이나믹,114.0,49.0
4120,2111026,2,428807232,1352685.0,HL,상권축소,117.0,49.0
4121,2111026,3,400910517,1181133.0,HL,상권축소,119.0,49.0
4122,2111026,4,465093918,1148183.0,HL,상권축소,119.0,49.0
4123,2111027,1,227371438,1624288.0,LL,다이나믹,102.0,51.0
4124,2111027,2,231529081,1583952.0,LL,다이나믹,104.0,51.0
4125,2111027,3,193542363,1318483.0,LL,다이나믹,107.0,51.0
4126,2111027,4,228748396,1165442.0,LL,다이나믹,109.0,51.0
4127,2111028,1,175014126,649521.0,LL,다이나믹,103.0,52.0
4128,2111028,2,194050941,657960.0,LL,다이나믹,103.0,53.0
4129,2111028,3,181138148,879712.0,LL,다이나믹,106.0,52.0
4130,2111028,4,207875846,951911.0,LL,다이나믹,108.0,53.0
4131,2111029,1,450574841,225189.0,HL,상권축소,120.0,42.0
4132,2111029,2,317059453,219038.0,HL,상권축소,121.0,42.0
4133,2111029,3,406785627,260228.0,HL,상권축소,123.0,43.0
4134,2111029,4,406129507,208683.0,HL,상권축소,128.0,43.0
4135,2111030,1,83240340,630735.0,LL,다이나믹,115.0,50.0
4136,2111030,2,91419930,772902.0,HL,상권축소,118.0,50.0
4137,2111030,3,87763340,957224.0,HL,상권축소,117.0,51.0
4138,2111030,4,104495297,937649.0,HL,상권축소,120.0,51.0
4139,2111031,1,237228996,594301.0,LL,다이나믹,95.0,50.0
4140,2111031,2,244735571,559136.0,LL,다이나믹,97.0,50.0
4141,2111031,3,277961182,776496.0,LL,다이나믹,98.0,50.0
4142,2111031,4,245305816,822835.0,LL,다이나믹,97.0,51.0
4143,2111032,1,231344034,546091.0,LH,상권확장,115.0,55.0
4144,2111032,2,248223986,612124.0,LL,다이나믹,114.0,55.0
4145,2111032,3,225974317,498711.0,LL,다이나믹,117.0,54.0
4146,2111032,4,285864880,456149.0,LH,상권확장,118.0,55.0
4147,2111033,1,132069762,117868.0,LL,다이나믹,99.0,54.0
4148,2111033,2,155905696,113936.0,LL,다이나믹,103.0,54.0
4149,2111033,3,129919092,54569.0,LL,다이나믹,107.0,54.0
4150,2111033,4,137023520,43102.0,LL,다이나믹,110.0,54.0
4151,2111034,1,195138784,947679.0,HH,정체,116.0,55.0
4152,2111034,2,235284317,815979.0,HL,상권축소,119.0,55.0
4153,2111034,3,210938442,875234.0,HL,상권축소,120.0,55.0
4154,2111034,4,229597949,885538.0,HL,상권축소,121.0,55.0
4155,2111035,1,229301433,882644.0,HH,정체,116.0,60.0
4156,2111035,2,166001321,859675.0,HH,정체,116.0,61.0
4157,2111035,3,172907440,919261.0,HH,정체,119.0,60.0
4158,2111035,4,178399111,892862.0,HH,정체,121.0,60.0
4159,2111036,1,15823992,417709.0,HL,상권축소,131.0,52.0
4160,2111036,2,18426134,390856.0,HL,상권축소,136.0,52.0
4161,2111036,3,31325245,456338.0,HL,상권축소,137.0,51.0
4162,2111036,4,22542383,460271.0,HL,상권축소,140.0,51.0
4163,2111037,1,63234306,189876.0,HL,상권축소,117.0,53.0
4164,2111037,2,57874421,179732.0,HL,상권축소,120.0,53.0
4165,2111037,3,52695951,173313.0,HL,상권축소,123.0,53.0
4166,2111037,4,53705759,168176.0,HL,상권축소,125.0,52.0
4167,2111038,1,285405332,396539.0,HL,상권축소,119.0,53.0
4168,2111038,2,265542645,496009.0,HL,상권축소,121.0,53.0
